"","fecha","rank","artista","cancion"
"14805",2020-07-18,5,"SAINt JHN","Roses"
"14806",2020-07-18,6,"Pop Smoke Featuring Lil Baby & DaBaby","For The Night"
"14807",2020-07-18,7,"Harry Styles","Watermelon Sugar"
"14808",2020-07-18,8,"Lil Mosey","Blueberry Faygo"
"14809",2020-07-18,9,"Doja Cat Featuring Nicki Minaj","Say So"
"14810",2020-07-18,10,"Justin Bieber Featuring Quavo","Intentions"
"14811",2020-07-18,11,"Pop Smoke Featuring 50 Cent & Roddy Ricch","The Woo"
"14812",2020-07-18,12,"Harry Styles","Adore You"
"14813",2020-07-18,13,"Post Malone","Circles"
"14814",2020-07-18,14,"Lil Baby & 42 Dugg","We Paid"
"14815",2020-07-18,15,"Dua Lipa","Don't Start Now"
"14816",2020-07-18,16,"Lady Gaga & Ariana Grande","Rain On Me"
"14817",2020-07-18,17,"Dua Lipa","Break My Heart"
"14818",2020-07-18,18,"Maren Morris","The Bones"
"14819",2020-07-18,19,"Luke Bryan","One Margarita"
"14820",2020-07-18,20,"Lil Baby","The Bigger Picture"
"14821",2020-07-18,21,"Roddy Ricch","The Box"
"14822",2020-07-18,22,"Pop Smoke","Dior"
"14823",2020-07-18,23,"Gabby Barrett Featuring Charlie Puth","I Hope"
"14824",2020-07-18,24,"Future Featuring Drake","Life Is Good"
"14825",2020-07-18,25,"Trevor Daniel","Falling"
"14826",2020-07-18,26,"Lewis Capaldi","Before You Go"
"14827",2020-07-18,27,"Sam Hunt","Hard To Forget"
"14828",2020-07-18,28,"Chris Brown & Young Thug","Go Crazy"
"14829",2020-07-18,29,"Jawsh 685 x Jason Derulo","Savage Love (Laxed - Siren Beat)"
"14830",2020-07-18,30,"Surfaces","Sunday Best"
"14831",2020-07-18,31,"Pop Smoke","Got It On Me"
"14832",2020-07-18,32,"Powfu Featuring beabadoobee","Death Bed"
"14833",2020-07-18,33,"Miranda Lambert","Bluebird"
"14834",2020-07-18,34,"Pop Smoke Featuring Quavo","Aim For The Moon"
"14835",2020-07-18,35,"Morgan Wallen","Chasin' You"
"14836",2020-07-18,36,"StaySolidRocky","Party Girl"
"14837",2020-07-18,37,"Pop Smoke","Gangstas"
"14838",2020-07-18,38,"Drake","Toosie Slide"
"14839",2020-07-18,39,"Pop Smoke","44 Bulldog"
"14840",2020-07-18,40,"Roddy Ricch Featuring Mustard","High Fashion"
"14841",2020-07-18,41,"Pop Smoke","Something Special"
"14842",2020-07-18,42,"Maddie & Tae","Die From A Broken Heart"
"14843",2020-07-18,43,"Pop Smoke","Yea Yea"
"14844",2020-07-18,44,"Pop Smoke Featuring Lil Tjay","Mood Swings"
"14845",2020-07-18,45,"Ariana Grande & Justin Bieber","Stuck With U"
"14846",2020-07-18,46,"Lil Baby","Emotionally Scarred"
"14847",2020-07-18,47,"BENEE Featuring Gus Dapperton","Supalonely"
"14848",2020-07-18,48,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"14849",2020-07-18,49,"Pop Smoke Featuring Rowdy Rebel","Make It Rain"
"14850",2020-07-18,50,"Marshmello & Halsey","Be Kind"
"14851",2020-07-18,51,"Megan Thee Stallion","Girls In The Hood"
"14852",2020-07-18,52,"Pop Smoke","What You Know Bout Love"
"14853",2020-07-18,53,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"14854",2020-07-18,54,"Pop Smoke Featuring Quavo & Future","Snitchin"
"14855",2020-07-18,55,"Pop Smoke","Bad Bitch From Tokyo (Intro)"
"14856",2020-07-18,56,"Pop Smoke Featuring Karol G","Enjoy Yourself"
"14857",2020-07-18,57,"Pop Smoke Featuring Swae Lee","Creature"
"14858",2020-07-18,58,"Florida Georgia Line","I Love My Country"
"14859",2020-07-18,59,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"14860",2020-07-18,60,"Jason Aldean","Got What I Got"
"14861",2020-07-18,61,"Doja Cat Featuring Gucci Mane","Like That"
"14862",2020-07-18,62,"Kenny Chesney","Here And Now"
"14863",2020-07-18,63,"Moneybagg Yo","Said Sum"
"14864",2020-07-18,64,"Rod Wave Featuring ATR Son Son","Rags2Riches"
"14865",2020-07-18,65,"Pop Smoke Featuring Tyga & Quavo","West Coast Shit"
"14866",2020-07-18,66,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"14867",2020-07-18,67,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"14868",2020-07-18,68,"Young T & Bugsey Featuring Headie One","Don't Rush"
"14869",2020-07-18,69,"Chris Janson","Done"
"14870",2020-07-18,70,"Jhene Aiko","P*$$y Fairy (OTW)"
"14871",2020-07-18,71,"Luke Combs Featuring Eric Church","Does To Me"
"14872",2020-07-18,72,"Keith Urban","God Whispered Your Name"
"14873",2020-07-18,73,"LOCASH","One Big Country Song"
"14874",2020-07-18,74,"Juice WRLD X Halsey","Life's A Mess"
"14875",2020-07-18,75,"Kanye West Featuring Travis Scott","Wash Us In The Blood"
"14876",2020-07-18,76,"Pop Smoke Featuring King Combs","Diana"
"14877",2020-07-18,77,"Kane Brown","Cool Again"
"14878",2020-07-18,78,"Justin Moore","Why We Drink"
"14879",2020-07-18,79,"Pop Smoke","Tunnel Vision (Outro)"
"14880",2020-07-18,80,"Don Toliver","After Party"
"14881",2020-07-18,81,"6ix9ine","Gooba"
"14882",2020-07-18,82,"Migos Featuring YoungBoy Never Broke Again","Need It"
"14883",2020-07-18,83,"6ix9ine & Nicki Minaj","Trollz"
"14884",2020-07-18,84,"Drake Featuring Giveon","Chicago Freestyle"
"14885",2020-07-18,85,"Lil Durk Featuring Lil Baby & Polo G","3 Headed Goat"
"14886",2020-07-18,86,"Surf Mesa Featuring Emilee","ily"
"14887",2020-07-18,87,"Lee Brice","One Of Them Girls"
"14888",2020-07-18,88,"Thomas Rhett Featuring Jon Pardi","Beer Can't Fix"
"14889",2020-07-18,89,"Polo G Featuring Juice WRLD","Flex"
"14890",2020-07-18,90,"Travis Denning","After A Few"
"14891",2020-07-18,91,"BLACKPINK","How You Like That"
"14892",2020-07-18,92,"Bad Bunny","Yo Perreo Sola"
"14893",2020-07-18,93,"Morgan Wallen","More Than My Hometown"
"14894",2020-07-18,94,"Kid LAROI & Juice WRLD","Go!"
"14895",2020-07-18,95,"Ashley McBryde","One Night Standards"
"14896",2020-07-18,96,"Scotty McCreery","In Between"
"14897",2020-07-18,97,"Luke Combs","Lovin' On You"
"14898",2020-07-18,98,"Rod Wave","Girl Of My Dreams"
"14899",2020-07-18,99,"6ix9ine","YaYa"
"14900",2020-07-18,100,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14901",2020-07-25,1,"DaBaby Featuring Roddy Ricch","Rockstar"
"14902",2020-07-25,2,"Juice WRLD x Marshmello","Come & Go"
"14903",2020-07-25,3,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"14904",2020-07-25,4,"The Weeknd","Blinding Lights"
"14905",2020-07-25,5,"Juice WRLD","Wishing Well"
"14906",2020-07-25,6,"Megan Thee Stallion Featuring Beyonce","Savage"
"14907",2020-07-25,7,"Juice WRLD","Conversations"
"14908",2020-07-25,8,"SAINt JHN","Roses"
"14909",2020-07-25,9,"Juice WRLD X Halsey","Life's A Mess"
"14910",2020-07-25,10,"Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI","Hate The Other Side"
"14911",2020-07-25,11,"Harry Styles","Watermelon Sugar"
"14912",2020-07-25,12,"Juice WRLD","Blood On My Jeans"
"14913",2020-07-25,13,"Lil Mosey","Blueberry Faygo"
"14914",2020-07-25,14,"Juice WRLD","Titanic"
"14915",2020-07-25,15,"Juice WRLD","Righteous"
"14916",2020-07-25,16,"Juice WRLD","Bad Energy"
"14917",2020-07-25,17,"Harry Styles","Adore You"
"14918",2020-07-25,18,"Doja Cat Featuring Nicki Minaj","Say So"
"14919",2020-07-25,19,"Jawsh 685 x Jason Derulo","Savage Love (Laxed - Siren Beat)"
"14920",2020-07-25,20,"Post Malone","Circles"
"14921",2020-07-25,21,"Justin Bieber Featuring Quavo","Intentions"
"14922",2020-07-25,22,"Kid Cudi & Eminem","The Adventures Of Moon Man & Slim Shady"
"14923",2020-07-25,23,"Gabby Barrett Featuring Charlie Puth","I Hope"
"14924",2020-07-25,24,"Dua Lipa","Break My Heart"
"14925",2020-07-25,25,"StaySolidRocky","Party Girl"
"14926",2020-07-25,26,"Lil Baby & 42 Dugg","We Paid"
"14927",2020-07-25,27,"Dua Lipa","Don't Start Now"
"14928",2020-07-25,28,"Lady Gaga & Ariana Grande","Rain On Me"
"14929",2020-07-25,29,"Chris Brown & Young Thug","Go Crazy"
"14930",2020-07-25,30,"Lewis Capaldi","Before You Go"
"14931",2020-07-25,31,"Luke Bryan","One Margarita"
"14932",2020-07-25,32,"Pop Smoke Featuring Lil Baby & DaBaby","For The Night"
"14933",2020-07-25,33,"Trevor Daniel","Falling"
"14934",2020-07-25,34,"Juice WRLD","Stay High"
"14935",2020-07-25,35,"Juice WRLD","Fighting Demons"
"14936",2020-07-25,36,"Maren Morris","The Bones"
"14937",2020-07-25,37,"Sam Hunt","Hard To Forget"
"14938",2020-07-25,38,"Juice WRLD & Trippie Redd","Tell Me U Luv Me"
"14939",2020-07-25,39,"Future Featuring Drake","Life Is Good"
"14940",2020-07-25,40,"Roddy Ricch","The Box"
"14941",2020-07-25,41,"Powfu Featuring beabadoobee","Death Bed"
"14942",2020-07-25,42,"Juice WRLD","Up Up And Away"
"14943",2020-07-25,43,"Lil Baby","The Bigger Picture"
"14944",2020-07-25,44,"Miranda Lambert","Bluebird"
"14945",2020-07-25,45,"Surfaces","Sunday Best"
"14946",2020-07-25,46,"Juice WRLD","Screw Juice"
"14947",2020-07-25,47,"Juice WRLD","I Want It"
"14948",2020-07-25,48,"Pop Smoke Featuring 50 Cent & Roddy Ricch","The Woo"
"14949",2020-07-25,49,"Morgan Wallen","Chasin' You"
"14950",2020-07-25,50,"Juice WRLD","Can't Die"
"14951",2020-07-25,51,"Juice WRLD","Man Of The Year"
"14952",2020-07-25,52,"Rod Wave Featuring ATR Son Son","Rags2Riches"
"14953",2020-07-25,53,"Maddie & Tae","Die From A Broken Heart"
"14954",2020-07-25,54,"Drake","Toosie Slide"
"14955",2020-07-25,55,"Lil Baby","Emotionally Scarred"
"14956",2020-07-25,56,"BENEE Featuring Gus Dapperton","Supalonely"
"14957",2020-07-25,57,"Megan Thee Stallion","Girls In The Hood"
"14958",2020-07-25,58,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"14959",2020-07-25,59,"Pop Smoke","Got It On Me"
"14960",2020-07-25,60,"LOCASH","One Big Country Song"
"14961",2020-07-25,61,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"14962",2020-07-25,62,"Marshmello & Halsey","Be Kind"
"14963",2020-07-25,63,"Moneybagg Yo","Said Sum"
"14964",2020-07-25,64,"Florida Georgia Line","I Love My Country"
"14965",2020-07-25,65,"Jason Aldean","Got What I Got"
"14966",2020-07-25,66,"Ariana Grande & Justin Bieber","Stuck With U"
"14967",2020-07-25,67,"Chris Janson","Done"
"14968",2020-07-25,68,"Doja Cat Featuring Gucci Mane","Like That"
"14969",2020-07-25,69,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"14970",2020-07-25,70,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"14971",2020-07-25,71,"Young T & Bugsey Featuring Headie One","Don't Rush"
"14972",2020-07-25,72,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"14973",2020-07-25,73,"Kane Brown With Swae Lee & Khalid","Be Like That"
"14974",2020-07-25,74,"Keith Urban","God Whispered Your Name"
"14975",2020-07-25,75,"Pop Smoke","Something Special"
"14976",2020-07-25,76,"Justin Moore","Why We Drink"
"14977",2020-07-25,77,"Kane Brown","Cool Again"
"14978",2020-07-25,78,"Lee Brice","One Of Them Girls"
"14979",2020-07-25,79,"Pop Smoke Featuring Lil Tjay","Mood Swings"
"14980",2020-07-25,80,"Luke Combs Featuring Eric Church","Does To Me"
"14981",2020-07-25,81,"Don Toliver","After Party"
"14982",2020-07-25,82,"Migos Featuring YoungBoy Never Broke Again","Need It"
"14983",2020-07-25,83,"Pop Smoke","Gangstas"
"14984",2020-07-25,84,"Summer Walker","Let It Go"
"14985",2020-07-25,85,"Morgan Wallen","More Than My Hometown"
"14986",2020-07-25,86,"Summer Walker & PARTYNEXTDOOR","My Affection"
"14987",2020-07-25,87,"Luke Combs","Lovin' On You"
"14988",2020-07-25,88,"Surf Mesa Featuring Emilee","ily"
"14989",2020-07-25,89,"Pop Smoke Featuring Quavo","Aim For The Moon"
"14990",2020-07-25,90,"Trevor Daniel x Selena Gomez","Past Life"
"14991",2020-07-25,91,"Saweetie","Tap In"
"14992",2020-07-25,92,"Rod Wave","Girl Of My Dreams"
"14993",2020-07-25,93,"Drake Featuring Giveon","Chicago Freestyle"
"14994",2020-07-25,94,"Ashley McBryde","One Night Standards"
"14995",2020-07-25,95,"Thomas Rhett Featuring Jon Pardi","Beer Can't Fix"
"14996",2020-07-25,96,"Kenny Chesney","Here And Now"
"14997",2020-07-25,97,"Lil Durk Featuring Lil Baby & Polo G","3 Headed Goat"
"14998",2020-07-25,98,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14999",2020-07-25,99,"Pop Smoke","44 Bulldog"
"15000",2020-07-25,100,"6ix9ine","Gooba"
"15001",2020-08-01,1,"DaBaby Featuring Roddy Ricch","Rockstar"
"15002",2020-08-01,2,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"15003",2020-08-01,3,"DJ Khaled Featuring Drake","Popstar"
"15004",2020-08-01,4,"The Weeknd","Blinding Lights"
"15005",2020-08-01,5,"SAINt JHN","Roses"
"15006",2020-08-01,6,"Megan Thee Stallion Featuring Beyonce","Savage"
"15007",2020-08-01,7,"Harry Styles","Watermelon Sugar"
"15008",2020-08-01,8,"DJ Khaled Featuring Drake","Greece"
"15009",2020-08-01,9,"Juice WRLD x Marshmello","Come & Go"
"15010",2020-08-01,10,"Chris Brown & Young Thug","Go Crazy"
"15011",2020-08-01,11,"Lil Mosey","Blueberry Faygo"
"15012",2020-08-01,12,"Jawsh 685 x Jason Derulo","Savage Love (Laxed - Siren Beat)"
"15013",2020-08-01,13,"Juice WRLD","Wishing Well"
"15014",2020-08-01,14,"Lady Gaga & Ariana Grande","Rain On Me"
"15015",2020-08-01,15,"Harry Styles","Adore You"
"15016",2020-08-01,16,"Gabby Barrett Featuring Charlie Puth","I Hope"
"15017",2020-08-01,17,"Dua Lipa","Break My Heart"
"15018",2020-08-01,18,"Post Malone","Circles"
"15019",2020-08-01,19,"Lewis Capaldi","Before You Go"
"15020",2020-08-01,20,"Lil Baby & 42 Dugg","We Paid"
"15021",2020-08-01,21,"Doja Cat Featuring Nicki Minaj","Say So"
"15022",2020-08-01,22,"Justin Bieber Featuring Quavo","Intentions"
"15023",2020-08-01,23,"Pop Smoke Featuring Lil Baby & DaBaby","For The Night"
"15024",2020-08-01,24,"StaySolidRocky","Party Girl"
"15025",2020-08-01,25,"Luke Bryan","One Margarita"
"15026",2020-08-01,26,"Miranda Lambert","Bluebird"
"15027",2020-08-01,27,"Dua Lipa","Don't Start Now"
"15028",2020-08-01,28,"Future Featuring Drake","Life Is Good"
"15029",2020-08-01,29,"Powfu Featuring beabadoobee","Death Bed"
"15030",2020-08-01,30,"Trevor Daniel","Falling"
"15031",2020-08-01,31,"Maren Morris","The Bones"
"15032",2020-08-01,32,"Pop Smoke Featuring 50 Cent & Roddy Ricch","The Woo"
"15033",2020-08-01,33,"Sam Hunt","Hard To Forget"
"15034",2020-08-01,34,"Roddy Ricch","The Box"
"15035",2020-08-01,35,"Maddie & Tae","Die From A Broken Heart"
"15036",2020-08-01,36,"Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI","Hate The Other Side"
"15037",2020-08-01,37,"Lil Baby","The Bigger Picture"
"15038",2020-08-01,38,"Juice WRLD","Conversations"
"15039",2020-08-01,39,"Morgan Wallen","Chasin' You"
"15040",2020-08-01,40,"Surfaces","Sunday Best"
"15041",2020-08-01,41,"Rod Wave Featuring ATR Son Son","Rags2Riches"
"15042",2020-08-01,42,"Juice WRLD X Halsey","Life's A Mess"
"15043",2020-08-01,43,"Lil Baby","Emotionally Scarred"
"15044",2020-08-01,44,"Moneybagg Yo","Said Sum"
"15045",2020-08-01,45,"Drake","Toosie Slide"
"15046",2020-08-01,46,"Megan Thee Stallion","Girls In The Hood"
"15047",2020-08-01,47,"BENEE Featuring Gus Dapperton","Supalonely"
"15048",2020-08-01,48,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"15049",2020-08-01,49,"Juice WRLD","Blood On My Jeans"
"15050",2020-08-01,50,"LOCASH","One Big Country Song"
"15051",2020-08-01,51,"Juice WRLD","Righteous"
"15052",2020-08-01,52,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"15053",2020-08-01,53,"Jason Aldean","Got What I Got"
"15054",2020-08-01,54,"Florida Georgia Line","I Love My Country"
"15055",2020-08-01,55,"Pop Smoke","Got It On Me"
"15056",2020-08-01,56,"Chris Janson","Done"
"15057",2020-08-01,57,"Doja Cat Featuring Gucci Mane","Like That"
"15058",2020-08-01,58,"Ariana Grande & Justin Bieber","Stuck With U"
"15059",2020-08-01,59,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"15060",2020-08-01,60,"Young T & Bugsey Featuring Headie One","Don't Rush"
"15061",2020-08-01,61,"Marshmello & Halsey","Be Kind"
"15062",2020-08-01,62,"Juice WRLD","Titanic"
"15063",2020-08-01,63,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"15064",2020-08-01,64,"Juice WRLD","Stay High"
"15065",2020-08-01,65,"Kane Brown With Swae Lee & Khalid","Be Like That"
"15066",2020-08-01,66,"Saweetie","Tap In"
"15067",2020-08-01,67,"Keith Urban","God Whispered Your Name"
"15068",2020-08-01,68,"Juice WRLD","Bad Energy"
"15069",2020-08-01,69,"Lee Brice","One Of Them Girls"
"15070",2020-08-01,70,"Pop Smoke Featuring Lil Tjay","Mood Swings"
"15071",2020-08-01,71,"Justin Moore","Why We Drink"
"15072",2020-08-01,72,"Luke Combs","Lovin' On You"
"15073",2020-08-01,73,"Kane Brown","Cool Again"
"15074",2020-08-01,74,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"15075",2020-08-01,75,"Pop Smoke","Something Special"
"15076",2020-08-01,76,"Migos Featuring YoungBoy Never Broke Again","Need It"
"15077",2020-08-01,77,"Juice WRLD & Trippie Redd","Tell Me U Luv Me"
"15078",2020-08-01,78,"Juice WRLD","Up Up And Away"
"15079",2020-08-01,79,"Juice WRLD","Fighting Demons"
"15080",2020-08-01,80,"Morgan Wallen","More Than My Hometown"
"15081",2020-08-01,81,"Jhene Aiko Featuring H.E.R.","B.S."
"15082",2020-08-01,82,"Don Toliver","After Party"
"15083",2020-08-01,83,"Trevor Daniel x Selena Gomez","Past Life"
"15084",2020-08-01,84,"Surf Mesa Featuring Emilee","ily"
"15085",2020-08-01,85,"Rod Wave","Girl Of My Dreams"
"15086",2020-08-01,86,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"15087",2020-08-01,87,"Lil Durk Featuring Lil Baby & Polo G","3 Headed Goat"
"15088",2020-08-01,88,"Luke Combs Featuring Eric Church","Does To Me"
"15089",2020-08-01,89,"Juice WRLD","Man Of The Year"
"15090",2020-08-01,90,"AJR","Bang!"
"15091",2020-08-01,91,"Ashley McBryde","One Night Standards"
"15092",2020-08-01,92,"Juice WRLD","Can't Die"
"15093",2020-08-01,93,"Drake Featuring Giveon","Chicago Freestyle"
"15094",2020-08-01,94,"Polo G Featuring Juice WRLD","Flex"
"15095",2020-08-01,95,"Juice WRLD","Screw Juice"
"15096",2020-08-01,96,"Gunna Featuring Young Thug","Dollaz On My Head"
"15097",2020-08-01,97,"Topic & A7S","Breaking Me"
"15098",2020-08-01,98,"Pop Smoke Featuring Karol G","Enjoy Yourself"
"15099",2020-08-01,99,"Parker McCollum","Pretty Heart"
"15100",2020-08-01,100,"J. Cole","the.climb.back"
"15101",2020-08-08,1,"Taylor Swift","Tate McRae Covers This Deep Cut From Taylor Swift's 'Folklore' During Soundcheck"
"15102",2020-08-08,2,"DaBaby Featuring Roddy Ricch","Cardigan"
"15103",2020-08-08,3,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Rockstar"
"15104",2020-08-08,4,"Taylor Swift","Whats Poppin"
"15105",2020-08-08,5,"The Weeknd","The 1"
"15106",2020-08-08,6,"Taylor Swift Featuring Bon Iver","Blinding Lights"
"15107",2020-08-08,7,"Harry Styles","Exile"
"15108",2020-08-08,8,"SAINt JHN","Watermelon Sugar"
"15109",2020-08-08,9,"Megan Thee Stallion Featuring Beyonce","Roses"
"15110",2020-08-08,10,"Jawsh 685 x Jason Derulo","Savage"
"15111",2020-08-08,11,"Lil Mosey","Savage Love (Laxed - Siren Beat)"
"15112",2020-08-08,12,"Chris Brown & Young Thug","Blueberry Faygo"
"15113",2020-08-08,13,"Taylor Swift","Go Crazy"
"15114",2020-08-08,14,"DJ Khaled Featuring Drake","The Last Great American Dynasty"
"15115",2020-08-08,15,"Harry Styles","Popstar"
"15116",2020-08-08,16,"Taylor Swift","Adore You"
"15117",2020-08-08,17,"Juice WRLD x Marshmello","My Tears Ricochet"
"15118",2020-08-08,18,"Gabby Barrett Featuring Charlie Puth","Come & Go"
"15119",2020-08-08,19,"Dua Lipa","I Hope"
"15120",2020-08-08,20,"Post Malone","Break My Heart"
"15121",2020-08-08,21,"Lewis Capaldi","Circles"
"15122",2020-08-08,22,"Juice WRLD","Before You Go"
"15123",2020-08-08,23,"Taylor Swift","Wishing Well"
"15124",2020-08-08,24,"Dua Lipa","August"
"15125",2020-08-08,25,"Luke Bryan","Don't Start Now"
"15126",2020-08-08,26,"Taylor Swift","One Margarita"
"15127",2020-08-08,27,"Doja Cat Featuring Nicki Minaj","Mirrorball"
"15128",2020-08-08,28,"Justin Bieber Featuring Quavo","Say So"
"15129",2020-08-08,29,"Lady Gaga & Ariana Grande","Intentions"
"15130",2020-08-08,30,"Future Featuring Drake","Rain On Me"
"15131",2020-08-08,31,"StaySolidRocky","Life Is Good"
"15132",2020-08-08,32,"Pop Smoke Featuring Lil Baby & DaBaby","Party Girl"
"15133",2020-08-08,33,"Maddie & Tae","For The Night"
"15134",2020-08-08,34,"Lil Baby & 42 Dugg","Die From A Broken Heart"
"15135",2020-08-08,35,"Taylor Swift","We Paid"
"15136",2020-08-08,36,"Powfu Featuring beabadoobee","Seven"
"15137",2020-08-08,37,"Taylor Swift","Death Bed"
"15138",2020-08-08,38,"Pop Smoke Featuring 50 Cent & Roddy Ricch","Invisible String"
"15139",2020-08-08,39,"Taylor Swift","The Woo"
"15140",2020-08-08,40,"Maren Morris","This Is Me Trying"
"15141",2020-08-08,41,"Sam Hunt","The Bones"
"15142",2020-08-08,42,"Taylor Swift","Hard To Forget"
"15143",2020-08-08,43,"Miranda Lambert","Betty"
"15144",2020-08-08,44,"Taylor Swift","Bluebird"
"15145",2020-08-08,45,"Roddy Ricch","Illicit Affairs"
"15146",2020-08-08,46,"Maroon 5","The Box"
"15147",2020-08-08,47,"Taylor Swift","Nobody's Love"
"15148",2020-08-08,48,"Trevor Daniel","Mad Woman"
"15149",2020-08-08,49,"Morgan Wallen","Falling"
"15150",2020-08-08,50,"Lil Baby","Chasin' You"
"15151",2020-08-08,51,"J. Cole","The Bigger Picture"
"15152",2020-08-08,52,"J. Cole","Lion King On Ice"
"15153",2020-08-08,53,"LOCASH","the.climb.back"
"15154",2020-08-08,54,"Lil Baby","One Big Country Song"
"15155",2020-08-08,55,"DJ Khaled Featuring Drake","Emotionally Scarred"
"15156",2020-08-08,56,"Blake Shelton Featuring Gwen Stefani","Greece"
"15157",2020-08-08,57,"Taylor Swift","Happy Anywhere"
